openreview_id,forum_id,submission_number,venue,accepted_type,title,authors,authorids,primary_area,keywords,tldr,abstract,openreview_forum_url,official_pdf_download_url,content_pdf_url,supplementary_material_url,supplementary_material_type,has_supplementary_material,github_urls,repository_urls,dataset_urls,arxiv_ids,arxiv_abs_urls,arxiv_pdf_urls,arxiv_source_urls,all_extracted_urls,paperhash,bibtex,license,cdate,pdate,mdate,fetched_at_utc
wZzC5rpDY1,wZzC5rpDY1,16455,NeurIPS 2025 spotlight,NeurIPS 2025 spotlight,MonoLift: Learning 3D Manipulation Policies from Monocular RGB via Distillation,Ziru Wang; Mengmeng Wang; Guang Dai; Yongliu Long; Jingdong Wang,~Ziru_Wang3; ~Mengmeng_Wang1; ~Guang_Dai1; ~Yongliu_Long1; ~Jingdong_Wang1,applications,Robotic Manipulation; Cross-Modal Knowledge Distillation; Policy Learning,,"Although learning 3D manipulation policies from monocular RGB images is lightweight and deployment-friendly, the lack of structural information often leads to inaccurate action estimation. While explicit 3D inputs can mitigate this issue, they typically require additional sensors and introduce data acquisition overhead. An intuitive alternative is to incorporate a pre-trained depth estimator; however, this often incurs substantial inference-time cost. To address this, we propose MonoLift, a tri-level knowledge distillation framework that transfers spatial, temporal, and action-level knowledge from a depth-guided teacher to a monocular RGB student. By jointly distilling geometry-aware features, temporal dynamics, and policy behaviors during training, MonoLift enables the student model to perform 3D-aware reasoning and precise control at deployment using only monocular RGB input.
Extensive experiments on both simulated and real-world manipulation tasks show that MonoLift not only outperforms existing monocular approaches but even surpasses several methods that rely on explicit 3D input, offering a resource-efficient and effective solution for vision-based robotic control. The video demonstration is available on our project page: https://robotasy.github.io/MonoLift/.",https://openreview.net/forum?id=wZzC5rpDY1,https://openreview.net/pdf?id=wZzC5rpDY1,https://openreview.net/pdf/ecbd3a4b8dd9a8f4b2b2d176df4959f93860df62.pdf,https://openreview.net/attachment/5f603ae2e87fee1e5e15104ded21ce310a8cff66.zip,zip,yes,,,,,,,,https://robotasy.github.io/MonoLift/; https://openreview.net/forum?id=wZzC5rpDY1,wang|monolift_learning_3d_manipulation_policies_from_monocular_rgb_via_distillation,"@inproceedings{
wang2026monolift,
title={MonoLift: Learning 3D Manipulation Policies from Monocular {RGB} via Distillation},
author={Ziru Wang and Mengmeng Wang and Guang Dai and Yongliu Long and Jingdong Wang},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=wZzC5rpDY1}
}",CC BY 4.0,1746884996853,1758217096908,1776754652520,2026-06-15T20:41:24.310698+00:00
wvcYIEaD5X,wvcYIEaD5X,16475,NeurIPS 2025 spotlight,NeurIPS 2025 spotlight,Revisiting Generative Infrared and Visible Image Fusion Based on Human Cognitive Laws,Lin Guo; Xiaoqing Luo; Wei Xie; Zhancheng Zhang; Hui Li; Rui Wang; Zhenhua Feng; Xiaoning Song,~Lin_Guo8; ~Xiaoqing_Luo1; ~Wei_Xie13; ~Zhancheng_Zhang1; ~Hui_Li1; ~Rui_Wang14; ~Zhenhua_Feng1; ~Xiaoning_Song2,deep_learning,Human cognitive law; Information bottleneck; Diffusion model; Infrared and visible image fusion; Physical law,A generative infrared and visible image fusion method inspired by human cognitive laws combines a multi-scale variational bottleneck encoder and a diffusion model guided by physical laws to achieve superior structural consistency and detail quality.,"Existing infrared and visible image fusion methods often face the dilemma of balancing modal information. Generative fusion methods reconstruct fused images by learning from data distributions, but their generative capabilities remain limited. Moreover, the lack of interpretability in modal information selection further affects the reliability and consistency of fusion results in complex scenarios. This manuscript revisits the essence of generative image fusion under the inspiration of human cognitive laws and proposes a novel infrared and visible image fusion method, termed HCLFuse. First, HCLFuse investigates the quantification theory of information mapping in unsupervised fusion networks, which leads to the design of a multi-scale mask-regulated variational bottleneck encoder. This encoder applies posterior probability modeling and information decomposition to extract accurate and concise low-level modal information, thereby supporting the generation of high-fidelity structural details. Furthermore, the probabilistic generative capability of the diffusion model is integrated with physical laws, forming a time-varying physical guidance mechanism that adaptively regulates the generation process at different stages, thereby enhancing the ability of the model to perceive the intrinsic structure of data and reducing dependence on data quality. Experimental results show that the proposed method achieves state-of-the-art fusion performance in qualitative and quantitative evaluations across multiple datasets and significantly improves semantic segmentation metrics. This fully demonstrates the advantages of this generative image fusion method, drawing inspiration from human cognition, in enhancing structural consistency and detail quality.",https://openreview.net/forum?id=wvcYIEaD5X,https://openreview.net/pdf?id=wvcYIEaD5X,https://openreview.net/pdf/9cb49c068de9536c08f46c69741f905c28ba1858.pdf,,,no,,,,,,,,https://openreview.net/forum?id=wvcYIEaD5X,guo|revisiting_generative_infrared_and_visible_image_fusion_based_on_human_cognitive_laws,"@inproceedings{
guo2026revisiting,
title={Revisiting Generative Infrared and Visible Image Fusion Based on Human Cognitive Laws},
author={Lin Guo and Xiaoqing Luo and Wei Xie and Zhancheng Zhang and Hui Li and Rui Wang and Zhenhua Feng and Xiaoning Song},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=wvcYIEaD5X}
}",CC BY 4.0,1746885282633,1758217098149,1776754652797,2026-06-15T20:41:24.310698+00:00
Cggdvyt8ik,Cggdvyt8ik,16584,NeurIPS 2025 spotlight,NeurIPS 2025 spotlight,IA-GGAD: Zero-shot Generalist Graph Anomaly Detection via Invariant and Affinity Learning,Xiong Zhang; Zhenli He; Changlong Fu; Cheng Xie,~Xiong_Zhang4; ~Zhenli_He1; ~Changlong_Fu1; ~Cheng_Xie4,general_machine_learning,Generalist Graph Anomaly Detection;,A Generalist  Graph Anomaly Detection model (one-for-all) addresses  Feature Space Shift (FSS) and the Graph Structure Shift (GSS) problems.,"Generalist Graph Anomaly Detection (GGAD) extends traditional Graph Anomaly Detection (GAD) from one-for-one to one-for-all scenarios, posing significant challenges due to Feature Space Shift (FSS) and Graph Structure Shift (GSS). This paper first formalizes these challenges and proposes quantitative metrics to measure their severity. To tackle FSS, we develop an anomaly-driven graph invariant learning module that learns domain-invariant node representations. To address GSS, a novel structure-insensitive affinity learning module is introduced, capturing cross-domain structural correspondences via affinity-based features. Our unified framework, IA-GGAD, integrates these modules, enabling anomaly prediction on unseen graphs without target-domain retraining or fine-tuning. Extensive experiments on benchmark datasets from varied domains demonstrate IA-GGAD’s superior performance, significantly outperforming state-of-the-art methods (e.g., achieving up to +12.28\% AUROC over ARC on ACM). Ablation studies further confirm the effectiveness of each proposed module. The code is available at \url{https://github.com/kg-cc/IA-GGAD/}.",https://openreview.net/forum?id=Cggdvyt8ik,https://openreview.net/pdf?id=Cggdvyt8ik,https://openreview.net/pdf/8f5042e0c93237c7f18da9f434d09f774364dbb3.pdf,https://openreview.net/attachment/72de969638f9bf59bd1862a963d8f3ae444f6091.zip,zip,yes,https://github.com/kg-cc/IA-GGAD,https://github.com/kg-cc/IA-GGAD,,,,,,https://github.com/kg-cc/IA-GGAD/; https://openreview.net/forum?id=Cggdvyt8ik,zhang|iaggad_zeroshot_generalist_graph_anomaly_detection_via_invariant_and_affinity_learning,"@inproceedings{
zhang2026iaggad,
title={{IA}-{GGAD}: Zero-shot Generalist Graph Anomaly Detection via Invariant and Affinity Learning},
author={Xiong Zhang and Zhenli He and Changlong Fu and Cheng Xie},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=Cggdvyt8ik}
}",CC BY 4.0,1746886760266,1758217102379,1776754653637,2026-06-15T20:41:24.310698+00:00
M44RvNMZs4,M44RvNMZs4,16594,NeurIPS 2025 spotlight,NeurIPS 2025 spotlight,Vector Quantization in the Brain: Grid-like Codes in World Models,Xiangyuan Peng; Xingsi Dong; Si Wu,~Xiangyuan_Peng1; ~Xingsi_Dong1; ~Si_Wu1,neuroscience_and_cognitive_science,Vector quantization; Brain inspired AI; Grid-like code; World models,,"We propose Grid-like Code Quantization (GCQ), a brain-inspired method for compressing observation-action sequences into discrete representations using grid-like patterns in attractor dynamics. Unlike conventional vector quantization approaches that operate on static inputs, GCQ performs spatiotemporal compression through an action-conditioned codebook, where codewords are derived from continuous attractor neural networks and dynamically selected based on actions. This enables GCQ to jointly compress space and time, serving as a unified world model. The resulting representation supports long-horizon prediction, goal-directed planning, and inverse modeling. Experiments across diverse tasks demonstrate GCQ's effectiveness in compact encoding and downstream performance. Our work offers both a computational tool for efficient sequence modeling and a theoretical perspective on the formation of grid-like codes in neural systems.",https://openreview.net/forum?id=M44RvNMZs4,https://openreview.net/pdf?id=M44RvNMZs4,https://openreview.net/pdf/290dea5eb5ca978c6f7bde1b055da0649b7da1aa.pdf,https://openreview.net/attachment/53afe1fa55db0e55f260b33d90b1199169ed8a21.zip,zip,yes,,,,,,,,https://openreview.net/forum?id=M44RvNMZs4,peng|vector_quantization_in_the_brain_gridlike_codes_in_world_models,"@inproceedings{
peng2026vector,
title={Vector Quantization in the Brain: Grid-like Codes in World Models},
author={Xiangyuan Peng and Xingsi Dong and Si Wu},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=M44RvNMZs4}
}",CC BY 4.0,1746886871025,1758217102647,1776754653747,2026-06-15T20:41:24.310698+00:00
ESELaMThLN,ESELaMThLN,16694,NeurIPS 2025 spotlight,NeurIPS 2025 spotlight,Controlling Thinking Speed in Reasoning Models,Zhengkai Lin; Zhihang Fu; Ze Chen; Chao Chen; Liang Xie; Wenxiao Wang; Deng Cai; Zheng Wang; Jieping Ye,~Zhengkai_Lin1; ~Zhihang_Fu1; ~Ze_Chen3; ~Chao_Chen19; ~Liang_Xie3; ~Wenxiao_Wang2; ~Deng_Cai4; ~Zheng_Wang32; ~Jieping_Ye4,deep_learning,Large Language Models; Interpretability; Reasoning strategy,,"Human cognition is theorized to operate in two modes: fast, intuitive System 1 thinking and slow, deliberate System 2 thinking.
While current Large Reasoning Models (LRMs) excel at System 2 thinking, their inability to perform fast thinking leads to high computational overhead and latency.
In this work, we enable LRMs to approximate human intelligence through dynamic thinking speed adjustment, optimizing accuracy-efficiency trade-offs.
Our approach addresses two key questions: (1) how to control thinking speed in LRMs, and (2) when to adjust it for optimal performance.
For the first question, we identify the steering vector that governs slow-fast thinking transitions in LRMs' representation space.
Using this vector, we achieve the first representation editing-based test-time scaling effect, outperforming existing prompt-based scaling methods.
For the second question, we apply real-time difficulty estimation to signal reasoning segments of varying complexity.
Combining these techniques, we propose the first reasoning strategy that enables fast processing of easy steps and deeper analysis for complex reasoning. 
Without any training or additional cost, our plug-and-play method yields an average +1.3\% accuracy with -8.6\% token usage across leading LRMs and advanced reasoning benchmarks.
All of our algorithms are implemented based on vLLM and are expected to support broader applications and inspire future research.",https://openreview.net/forum?id=ESELaMThLN,https://openreview.net/pdf?id=ESELaMThLN,https://openreview.net/pdf/ee862e36e40791c52d5b9c640e6eba71b0b72428.pdf,,,no,,,,,,,,https://openreview.net/forum?id=ESELaMThLN,lin|controlling_thinking_speed_in_reasoning_models,"@inproceedings{
lin2026controlling,
title={Controlling Thinking Speed in Reasoning Models},
author={Zhengkai Lin and Zhihang Fu and Ze Chen and Chao Chen and Liang Xie and Wenxiao Wang and Deng Cai and Zheng Wang and Jieping Ye},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=ESELaMThLN}
}",CC BY 4.0,1746888093414,1758217107182,1776754654922,2026-06-15T20:41:24.310698+00:00
ONc9vWkwCp,ONc9vWkwCp,16724,NeurIPS 2025 spotlight,NeurIPS 2025 spotlight,On the necessity of adaptive regularisation: Optimal anytime online learning on $\boldsymbol{\ell_p}$-balls,Emmeran Johnson; David Martínez-Rubio; Ciara Pike-Burke; Patrick Rebeschini,~Emmeran_Johnson1; ~David_Martínez-Rubio2; ~Ciara_Pike-Burke2; ~Patrick_Rebeschini1,theory,OCO; lp-balls; high-dimension,"Our work shows that in online convex optimization over lp-balls (p>2), anytime optimality can be achieved with Follow-the-Regularized-Leader using adaptive regularization, and that for separable regularizers this adaptivity is necessary.","We study online convex optimization on $\ell_p$-balls in $\mathbb{R}^d$ for $p > 2$. While always sub-linear, the optimal regret exhibits a shift between the high-dimensional setting ($d > T$), when the dimension $d$ is greater than the time horizon $T$ and the low-dimensional setting ($d \leq T$). We show that Follow-the-Regularised-Leader (FTRL) with time-varying regularisation which is adaptive to the dimension regime is anytime optimal for all dimension regimes. Motivated by this, we ask whether it is possible to obtain anytime optimality of FTRL with fixed non-adaptive regularisation. Our main result establishes that for separable regularisers, adaptivity in the regulariser is necessary, and that any fixed regulariser will be sub-optimal in one of the two dimension regimes. Finally, we provide lower bounds which rule out sub-linear regret bounds for the linear bandit problem in sufficiently high-dimension for all $\ell_p$-balls with $p \geq 1$.",https://openreview.net/forum?id=ONc9vWkwCp,https://openreview.net/pdf?id=ONc9vWkwCp,https://openreview.net/pdf/2ebd1381bb9e4a72664e955524899e7def00054b.pdf,https://openreview.net/attachment/e74780680ef1574898a346220889ee3072b27761.zip,zip,yes,,,,,,,,https://openreview.net/forum?id=ONc9vWkwCp,johnson|on_the_necessity_of_adaptive_regularisation_optimal_anytime_online_learning_on_\boldsymbol\ell_pballs,"@inproceedings{
johnson2026on,
title={On the necessity of adaptive regularisation: Optimal anytime online learning on \${\textbackslash}boldsymbol\{{\textbackslash}ell\_p\}\$-balls},
author={Emmeran Johnson and David Mart{\'\i}nez-Rubio and Ciara Pike-Burke and Patrick Rebeschini},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=ONc9vWkwCp}
}",CC BY 4.0,1746888374049,1758217108223,1776754655313,2026-06-15T20:41:24.310698+00:00
q06YjUj0FB,q06YjUj0FB,16765,NeurIPS 2025 spotlight,NeurIPS 2025 spotlight,LoRATv2: Enabling Low-Cost Temporal Modeling in One-Stream Trackers,Liting Lin; Heng Fan; Zhipeng Zhang; Yuqing Huang; Yaowei Wang; Yong Xu; Haibin Ling,~Liting_Lin1; ~Heng_Fan3; ~Zhipeng_Zhang2; ~Yuqing_Huang3; ~Yaowei_Wang1; ~Yong_Xu2; ~Haibin_Ling1,applications,visual object tracking,,"Transformer-based algorithms, such as LoRAT, have significantly enhanced object-tracking performance. However, these approaches rely on a standard attention mechanism, which incurs quadratic token complexity, making real-time inference computationally expensive. In this paper, we introduce LoRATv2, a novel tracking framework that addresses these limitations with three main contributions. 
First, LoRATv2 integrates frame-wise causal attention, which ensures full self-attention within each frame while enabling causal dependencies across frames, significantly reducing computational overhead. Moreover, key-value (KV) caching is employed to efficiently reuse past embeddings for further speedup.
Second, building on LoRAT's parameter-efficient fine-tuning, we propose Stream-Specific LoRA Adapters (SSLA). As frame-wise causal attention introduces asymmetry in how streams access temporal information, SSLA assigns dedicated LoRA modules to the template and each search stream, with the main ViT backbone remaining frozen. This allows specialized adaptation for each stream's role in temporal tracking.
Third, we introduce a two-phase progressive training strategy, which first trains a single-search-frame tracker and then gradually extends it to multi-search-frame inputs by introducing additional LoRA modules. This curriculum-based learning paradigm improves long-term tracking while maintaining training efficiency.
In extensive experiments on multiple benchmarks, LoRATv2 achieves state-of-the-art performance, substantially improved efficiency, and a superior performance-to-FLOPs ratio over state-of-the-art trackers.
The code is available at https://github.com/LitingLin/LoRATv2.",https://openreview.net/forum?id=q06YjUj0FB,https://openreview.net/pdf?id=q06YjUj0FB,https://openreview.net/pdf/5363e111d6c9f86e4ea7ddd422dc613546f4c0c0.pdf,https://openreview.net/attachment/204f494f5e83bafbbb272eeb3f9538623f49dc87.zip,zip,yes,https://github.com/LitingLin/LoRATv2,https://github.com/LitingLin/LoRATv2,,,,,,https://github.com/LitingLin/LoRATv2; https://openreview.net/forum?id=q06YjUj0FB,lin|loratv2_enabling_lowcost_temporal_modeling_in_onestream_trackers,"@inproceedings{
lin2026loratv,
title={Lo{RAT}v2: Enabling Low-Cost Temporal Modeling in One-Stream Trackers},
author={Liting Lin and Heng Fan and Zhipeng Zhang and Yuqing Huang and Yaowei Wang and Yong Xu and Haibin Ling},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=q06YjUj0FB}
}",CC BY 4.0,1746888917440,1758217109748,1776754655762,2026-06-15T20:41:24.310698+00:00
Tk5nQnTGmP,Tk5nQnTGmP,16796,NeurIPS 2025 spotlight,NeurIPS 2025 spotlight,Is Grokking a Computational Glass Relaxation?,Xiaotian Zhang; Yue Shang; Entao Yang; Ge Zhang,~Xiaotian_Zhang4; ~Yue_Shang2; ~Entao_Yang1; ~Ge_Zhang13,theory,grokking; entropy; generalization; glass,"By framing grokking as computational glass relaxation, this work explains grokking from the perspective of Boltzmann entropy and proposes a physics-based grokking-resistant optimizer.","Understanding neural network' (NN) generalizability remains a central question in deep learning research.
The special phenomenon of grokking, where NNs abruptly generalize long after the training performance reaches near-perfect level, offers a unique window to investigate the underlying mechanisms of NNs' generalizability.
Here we propose an interpretation for grokking by framing it as a computational glass relaxation: viewing NNs as a physical system where parameters are the degrees of freedom and train loss is the system energy, we find memorization process resembles a rapid cooling of liquid into non-equilibrium glassy state at low temperature and the later generalization is like a slow relaxation towards a more stable configuration. 
This mapping enables us to sample NNs' Boltzmann entropy (states of density) landscape as a function of training loss and test accuracy. 
Our experiments in transformers on arithmetic tasks suggests that there is NO entropy barrier in the memorization-to-generalization transition of grokking, challenging previous theory that defines grokking as a first-order phase transition.
We identify a high-entropy advantage under grokking, an extension of prior work linking entropy to generalizability but much more significant. 
Inspired by grokking's far-from-equilibrium nature, we develop a toy optimizer WanD based on Wang-landau molecular dynamics, which can eliminate grokking without any constraints and find high-norm generalizing solutions. 
This provides strictly-defined counterexamples to theory attributing grokking solely to weight norm evolution towards the Goldilocks zone and also suggests new potential ways for optimizer design.",https://openreview.net/forum?id=Tk5nQnTGmP,https://openreview.net/pdf?id=Tk5nQnTGmP,https://openreview.net/pdf/cdff17f8058ba8cc4260210a3f9778f840939513.pdf,https://openreview.net/attachment/de2b1baec072d804fe6cb4090db51f33627c750a.zip,zip,yes,,,,,,,,https://openreview.net/forum?id=Tk5nQnTGmP,zhang|is_grokking_a_computational_glass_relaxation,"@inproceedings{
zhang2026is,
title={Is Grokking a Computational Glass Relaxation?},
author={Xiaotian Zhang and Yue Shang and Entao Yang and Ge Zhang},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=Tk5nQnTGmP}
}",CC BY-NC-ND 4.0,1746889255559,1758217111259,1776754656076,2026-06-15T20:41:24.310698+00:00
4Qe2Hga43N,4Qe2Hga43N,16804,NeurIPS 2025 spotlight,NeurIPS 2025 spotlight,Cost-Aware Contrastive Routing for LLMs,Reza Shirkavand; Shangqian Gao; Peiran Yu; Heng Huang,~Reza_Shirkavand1; ~Shangqian_Gao1; ~Peiran_Yu1; ~Heng_Huang1,deep_learning,LLM Routing; Inference Efficiency; Contrastive Learning; Model fingerprints; Large Language Models,CSCR embeds both prompts and LLMs into a shared space using fast logit or perplexity fingerprints. A cost‑banded InfoNCE loss trains the space to balance quality against cost. It generalizes to unseen models and out‑of‑distribution prompts.,"We study cost-aware routing for large language models across diverse and dynamic pools of models. Existing approaches often overlook prompt-specific context, rely on expensive model profiling, assume a fixed set of experts, or use inefficient trial-and-error strategies. We introduce Cost-Spectrum Contrastive Routing (CSCR), a lightweight framework that maps both prompts and models into a shared embedding space to enable fast, cost-sensitive selection. CSCR uses compact, fast-to-compute logit footprints for open-source models and perplexity fingerprints for black-box APIs. A contrastive encoder is trained to favor the cheapest accurate expert within adaptive cost bands. At inference time, routing reduces to a single $k$‑NN lookup via a FAISS index, requiring no retraining when the expert pool changes and enabling microsecond latency. Across multiple benchmarks, CSCR consistently outperforms baselines, improving the accuracy–cost tradeoff by up to 25\%, while generalizing robustly to unseen LLMs and out-of-distribution prompts.",https://openreview.net/forum?id=4Qe2Hga43N,https://openreview.net/pdf?id=4Qe2Hga43N,https://openreview.net/pdf/581f1ff4563146c5a7b2c688928d4932c50225c6.pdf,,,no,,,,,,,,https://openreview.net/forum?id=4Qe2Hga43N,shirkavand|costaware_contrastive_routing_for_llms,"@inproceedings{
shirkavand2026costaware,
title={Cost-Aware Contrastive Routing for {LLM}s},
author={Reza Shirkavand and Shangqian Gao and Peiran Yu and Heng Huang},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=4Qe2Hga43N}
}",CC BY 4.0,1746889305116,1758217111588,1776754656149,2026-06-15T20:41:24.310698+00:00
o8r3gOFTQo,o8r3gOFTQo,16810,NeurIPS 2025 spotlight,NeurIPS 2025 spotlight,SANSA: Unleashing the Hidden Semantics in SAM2 for Few-Shot Segmentation,Claudia Cuttano; Gabriele Trivigno; Giuseppe Averta; Carlo Masone,~Claudia_Cuttano1; ~Gabriele_Trivigno1; ~Giuseppe_Averta1; ~Carlo_Masone1,deep_learning,Few shot segmentation; Segment Anything; Promptable Segmentation,,"Few-shot segmentation aims to segment unseen categories from just a handful of annotated examples. This requires mechanisms to identify semantically related objects across images and accurately produce masks. We note that Segment Anything 2 (SAM2), with its prompt-and-propagate mechanism, provides strong segmentation capabilities and a built-in feature matching process. However, we show that its representations are entangled with task-specific cues optimized for object tracking, which impairs its use for tasks requiring higher level semantic understanding. Our key insight is that, despite its class-agnostic pretraining, SAM2 already encodes rich semantic structure in its features. We propose SANSA (Semantically AligNed Segment Anything 2), a framework that makes this latent structure explicit, and repurposes SAM2 for few-shot segmentation through minimal task-specific modifications. SANSA achieves state-of-the-art on few-shot segmentation benchmarks designed to assess generalization and outperforms generalist methods in the popular in-context setting. Additionally, it supports  flexible promptable interaction via points, boxes, or scribbles, and remains significantly faster and more compact than prior approaches.  Code at: https://github.com/ClaudiaCuttano/SANSA.",https://openreview.net/forum?id=o8r3gOFTQo,https://openreview.net/pdf?id=o8r3gOFTQo,https://openreview.net/pdf/79a597b5c631b765dadee0090452d928cc599b51.pdf,,,no,https://github.com/ClaudiaCuttano/SANSA,https://github.com/ClaudiaCuttano/SANSA,,,,,,https://github.com/ClaudiaCuttano/SANSA; https://openreview.net/forum?id=o8r3gOFTQo,cuttano|sansa_unleashing_the_hidden_semantics_in_sam2_for_fewshot_segmentation,"@inproceedings{
cuttano2026sansa,
title={{SANSA}: Unleashing the Hidden Semantics in {SAM}2 for Few-Shot Segmentation},
author={Claudia Cuttano and Gabriele Trivigno and Giuseppe Averta and Carlo Masone},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=o8r3gOFTQo}
}",CC BY 4.0,1746889376694,1758217111975,1776754656254,2026-06-15T20:41:24.310698+00:00
RnXS7aK4rK,RnXS7aK4rK,16835,NeurIPS 2025 spotlight,NeurIPS 2025 spotlight,Spatial-MLLM: Boosting MLLM Capabilities in Visual-based Spatial Intelligence,Diankun Wu; Fangfu Liu; Yi-Hsin Hung; Yueqi Duan,~Diankun_Wu1; ~Fangfu_Liu2; ~Yi-Hsin_Hung1; ~Yueqi_Duan1,deep_learning,Spatial intelligence; Multimodal large language model; 3D Understanding,"In this paper, we present Spatial-MLLM, a novel framework for spatial understanding and reasoning with only 2D inputs.","Recent advancements in Multimodal Large Language Models (MLLMs) have significantly enhanced performance on 2D visual tasks. However, improving their spatial intelligence remains a challenge. Existing 3D MLLMs always rely on additional 3D or 2.5D data to incorporate spatial awareness, restricting their utility in scenarios with only 2D inputs, such as images or videos. In this paper, we present Spatial-MLLM, a novel framework for visual-based spatial reasoning from purely 2D observations. Unlike conventional video MLLMs which rely on CLIP-based visual encoders optimized for semantic understanding, our key insight is to unleash the strong structure prior from the feed-forward visual geometry foundation model. Specifically, we propose a dual-encoder architecture: a pretrained 2D visual encoder to extract semantic features, and a 3D spatial encoder—initialized from the backbone of the visual geometry model—to extract 3D structure features. A connector then integrates both features into unified visual tokens for enhanced spatial understanding. Furthermore, we propose a space-aware frame sampling strategy at inference time, which selects the spatially informative frames of a video sequence, ensuring that even under limited token length, the model focuses on frames critical for spatial reasoning. Beyond architecture improvements, we construct a training dataset from multiple sources and train the model on it using supervised fine-tuning and GRPO. Extensive experiments on various real-world datasets demonstrate that Spatial-MLLM achieves state-of-the-art performance in a wide range of visual-based spatial understanding and reasoning tasks.",https://openreview.net/forum?id=RnXS7aK4rK,https://openreview.net/pdf?id=RnXS7aK4rK,https://openreview.net/pdf/0174a111ad2e32f69f87d1da47e647b01314e5cb.pdf,https://openreview.net/attachment/1b941e55139daa9847329b593747c9792c542276.zip,zip,yes,,,,,,,,https://openreview.net/forum?id=RnXS7aK4rK,wu|spatialmllm_boosting_mllm_capabilities_in_visualbased_spatial_intelligence,"@inproceedings{
wu2026spatialmllm,
title={Spatial-{MLLM}: Boosting {MLLM} Capabilities in Visual-based Spatial Intelligence},
author={Diankun Wu and Fangfu Liu and Yi-Hsin Hung and Yueqi Duan},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=RnXS7aK4rK}
}",CC BY 4.0,1746889653720,1758217112832,1776754656542,2026-06-15T20:41:24.310698+00:00
jlJaRXDzCE,jlJaRXDzCE,16847,NeurIPS 2025 spotlight,NeurIPS 2025 spotlight,Improving Bilinear RNN with Closed-loop Control,Jiaxi Hu; Yongqi Pan; Jusen Du; Disen Lan; Xiaqiang Tang; Qingsong Wen; Yuxuan Liang; Weigao Sun,~Jiaxi_Hu1; ~Yongqi_Pan1; ~Jusen_Du1; ~Disen_Lan1; ~Xiaqiang_Tang3; ~Qingsong_Wen2; ~Yuxuan_Liang1; ~Weigao_Sun1,deep_learning,Sequence Modeling,,"Recent efficient sequence modeling methods, such as Gated DeltaNet, TTT, and RWKV-7, have achieved performance improvements by supervising the recurrent memory management through the Delta learning rule. Unlike previous state-space models (e.g., Mamba) and gated linear attentions (e.g., GLA), these models introduce interactions between the recurrent state and the key vector, resulting in a bilinear recursive structure. In this paper, we first introduce the concept of Bilinear RNNs with a comprehensive analysis on the advantages and limitations of these models. Then based on the closed-loop control theory, we propose a novel Bilinear RNN variant named Comba, which adopts a scalar-plus-low-rank state transition, with both state feedback and output feedback corrections. We also implement a hardware-efficient chunk-wise parallel kernel in Triton and train models with 340M/1.3B parameters on a large-scale corpus. Comba demonstrates its superior performance and computation efficiency on both language modeling and vision tasks.",https://openreview.net/forum?id=jlJaRXDzCE,https://openreview.net/pdf?id=jlJaRXDzCE,https://openreview.net/pdf/c86bf3628111af9be15882198dcaaf1752860f16.pdf,,,no,,,,,,,,https://openreview.net/forum?id=jlJaRXDzCE,hu|improving_bilinear_rnn_with_closedloop_control,"@inproceedings{
hu2026improving,
title={Improving Bilinear {RNN} with Closed-loop Control},
author={Jiaxi Hu and Yongqi Pan and Jusen Du and Disen Lan and Xiaqiang Tang and Qingsong Wen and Yuxuan Liang and Weigao Sun},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=jlJaRXDzCE}
}",CC BY 4.0,1746889834119,1758217113796,1776754656709,2026-06-15T20:41:24.310698+00:00
