doi,title,authors,author_affiliations,venue,container_title,event_name,event_location,pages,published_print,published_online,doi_url,acm_page_url,official_pdf_download_url,supplementary_material_url,source_archive_url,github_urls,repository_urls,dataset_urls,arxiv_ids,arxiv_abs_urls,arxiv_pdf_urls,arxiv_source_urls,all_extracted_urls,publisher,license_urls,reference_count,is_referenced_by_count,crossref_type,fetched_at_utc
10.1145/3805622.3810836,"Locate Core, Refine Path: A Training-Free Closed-Loop Paradigm for Referring Video Object Segmentation",Jizhe Yu; Hao Zhang; Xiya Bu; Yuhang Duan; Xiaoshuai Wu; Yu Liu,"Dalian University of Technology, Dalian, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1568-1572,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810836,https://dl.acm.org/doi/10.1145/3805622.3810836,https://dl.acm.org/doi/pdf/10.1145/3805622.3810836,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,33,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810612,Joint-Guided Spatial and Semantic Sensitive Diffusion Policy for Robotic Manipulation,Hongda Zhang; Siao Liu; Yi Liu; Chun Ouyang; Zhongxue Gan,"Fudan University, Shanghai, China; Soochow University, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1573-1577,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810612,https://dl.acm.org/doi/10.1145/3805622.3810612,https://dl.acm.org/doi/pdf/10.1145/3805622.3810612,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,15,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810642,LimbAug: Enhancing Virtual IMU Generalization in Human Activity Recognition via Learning Limb Movement Difference,Lingtao Huang; Chengshuo Xia,"Guangzhou Insitute of Technology, Xidian University, Guangzhou, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1578-1582,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810642,https://dl.acm.org/doi/10.1145/3805622.3810642,https://dl.acm.org/doi/pdf/10.1145/3805622.3810642,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,26,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810583,UniDGF: A Unified Detection-to-Generation Framework for Hierarchical Object Visual Recognition,Xinyu Nan; Lingtao Mao; Huangyu Dai; Zexin Zheng; Xinyu Sun; Zihan Liang; Ben Chen; Chenyi Lei,"Kuaishou Technology, Beijing, China; Kuaishou Technology, Hangzhou, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1583-1587,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810583,https://dl.acm.org/doi/10.1145/3805622.3810583,https://dl.acm.org/doi/pdf/10.1145/3805622.3810583,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,24,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810654,PEGE: Monocular 6D Pose Estimation with Geometry-Aware Enhancements for Small Objects,Qianlei Wang; Kexun Chen; Yuhuang He; Xiaolin Qin,"Chengdu Institute of Computer Applications, Chinese Academy of Sciences, Chengdu, China; School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1593-1597,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810654,https://dl.acm.org/doi/10.1145/3805622.3810654,https://dl.acm.org/doi/pdf/10.1145/3805622.3810654,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,25,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810774,Adaptive Multi-Agent Reasoning for Text-to-Video Retrieval,Jiaxin Wu; Xiao-Yong Wei; Qing Li,"School of Artificial Intelligence, Shenzhen University, Shenzhen, Guangdong, China and Department of Computing, The Hong Kong Polytechnic University, Hong Kong, Hong Kong; College of Computer Science, Sichuan University, Chengdu, China and Department of Computing, The Hong Kong Polytechnic University, Hong Kong, Hong Kong; Department of Computing, The Hong Kong Polytechnic University, Hong Kong, Hong Kong",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1598-1607,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810774,https://dl.acm.org/doi/10.1145/3805622.3810774,https://dl.acm.org/doi/pdf/10.1145/3805622.3810774,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,44,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810881,MixCache: Mixture-of-Cache for Video Diffusion Transformer Acceleration,Yuanxin Wei; Lansong Diao; Bujiao Chen; Shenggan Cheng; Zhengping Qian; Wenyuan Yu; Nong Xiao; Wei Lin; Jiangsu Du,"Sun Yat-sen University, Guangzhou, China; Alibaba Group, Beijing, China; National University of Singapore, Singapore, Singapore; Alibaba Group, Hangzhou, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1608-1617,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810881,https://dl.acm.org/doi/10.1145/3805622.3810881,https://dl.acm.org/doi/pdf/10.1145/3805622.3810881,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,44,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810878,Short-Length Hashing via Bit-Level Semantic Representation for Image-Text Retrieval,Qing Ma; Siyang Zhang; Yue Jiang; Cong Bai,"College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China, Hangzhou, Zhejiang, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1618-1625,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810878,https://dl.acm.org/doi/10.1145/3805622.3810878,https://dl.acm.org/doi/pdf/10.1145/3805622.3810878,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,20,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810814,StepVAR: Structure-Texture Guided Pruning for Visual Autoregressive Models,Keli Liu; Zhendong Wang; Wengang Zhou; Houqiang Li,"University of Science and Technology of China, Hefei, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1626-1634,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810814,https://dl.acm.org/doi/10.1145/3805622.3810814,https://dl.acm.org/doi/pdf/10.1145/3805622.3810814,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,46,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810837,Stillness is Redundant: Motion-Aware KV Cache Retrieval for Efficient Video Understanding,Jingru Li; Haowen Zheng,"China University of Geosciences(Wuhan), wuhan, China; Central University of Finance and Economics, beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1644-1652,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810837,https://dl.acm.org/doi/10.1145/3805622.3810837,https://dl.acm.org/doi/pdf/10.1145/3805622.3810837,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,39,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810829,Audit-and-Repair Indexing: Probabilistic Caption Indexes for Robust Multimodal Retrieval,Yangyang Liu,"Independent Researcher, Beijing, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1653-1661,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810829,https://dl.acm.org/doi/10.1145/3805622.3810829,https://dl.acm.org/doi/pdf/10.1145/3805622.3810829,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,41,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810632,Lookahead-R: Budget-Aware Tool Retrieval via Execution-Centric Planning,Zongze Wu; Yani Guo; Runnan Li,"Beijing University Of Posts and Telecommunications, Beijing, China; Beiing University of Posts and Telecommunications, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1662-1671,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810632,https://dl.acm.org/doi/10.1145/3805622.3810632,https://dl.acm.org/doi/pdf/10.1145/3805622.3810632,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,52,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810596,SA-Edit: Accelerating Editing Models via Test-time Spatial Acceleration,Yihao Song; Teng Hu; Ran Yi; Xiaoning Lei; Bin Sheng,"Shanghai Jiao Tong University, Shanghai, China; Contemporary Amperex Technology Co. Limited, Ningde, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1672-1681,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810596,https://dl.acm.org/doi/10.1145/3805622.3810596,https://dl.acm.org/doi/pdf/10.1145/3805622.3810596,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,49,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810699,Uncertainty-Gated Generative Compression for Structure-Preserving Multimedia Retrieval,Yiming Ding; Ziang Chen; Jianguo Wei,"Tianjin University, Tianjin, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1692-1700,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810699,https://dl.acm.org/doi/10.1145/3805622.3810699,https://dl.acm.org/doi/pdf/10.1145/3805622.3810699,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,40,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810733,SHARP: Semantic Head-Aware Representation Pruning for Efficient MLLMs,Haifeng Ma; Mingyue Guo; Linhui Xiao; Qingfang Zheng; Qingming Huang,"University of Chinese Academy of Sciences, Beijing, China and Pengcheng Laboratory, Shenzhen, China; Pengcheng Laboratory, Shenzhen, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1701-1705,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810733,https://dl.acm.org/doi/10.1145/3805622.3810733,https://dl.acm.org/doi/pdf/10.1145/3805622.3810733,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,31,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810753,Self-Supervised Video Hashing with Consistent Short-Term and Long-Range Temporal Modeling,Shuang Hu; Likai Yang; Xiaoping Liang; Zhenjun Tang,"Key Lab of Education Blockchain and Intelligent Technology, Ministry of Education, Guangxi Normal University, Guilin, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1706-1710,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810753,https://dl.acm.org/doi/10.1145/3805622.3810753,https://dl.acm.org/doi/pdf/10.1145/3805622.3810753,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,22,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810846,GDT-VLM: Global Distribution Modeling for Visual Token Compression in Efficient Multimodal Large Language Models,Jiangtao Xie; Junjie Wu; Zhaolin Zhang; Qilong Wang; Peihua Li,"Dalian University of Technology, Dalian, Liaoning, China; Tianjin University, Tianjin, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1711-1715,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810846,https://dl.acm.org/doi/10.1145/3805622.3810846,https://dl.acm.org/doi/pdf/10.1145/3805622.3810846,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,29,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810715,An Energy-Efficient Multimodal Retrieval Framework for Inference on Heterogeneous Edge Nodes,Junfeng Fang; Yan Zhang; Mingyu Liu; Zhaoxi Feng; Manzhou Li; Yan Li,"School of Computer Science , Shanghai Jiao Tong University, Shanghai, Shanghai, China; Department of Computer Science and Technology, Tsinghua University, Beijing, Beijing, China; China Agricultural University, Beijing, China; Peking University, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1716-1720,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810715,https://dl.acm.org/doi/10.1145/3805622.3810715,https://dl.acm.org/doi/pdf/10.1145/3805622.3810715,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,29,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810780,Efficient Rationale-based Retrieval: On-policy Distillation from Generative Rerankers based on JEPA,Teng Chen; Sheng Xu; Feixiang Guo; Xiaoyu Wang; Qingqing Gu; Hongyan Li; Luo Ji,"Geely AI Lab, Ningbo, Zhejiang, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1721-1729,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810780,https://dl.acm.org/doi/10.1145/3805622.3810780,https://dl.acm.org/doi/pdf/10.1145/3805622.3810780,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,28,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810694,Agent-Based Query Reformulation: Simulating Feedback and Mitigating Negation Blindness in Interactive Image Retrieval,Hongyi Zhu; Shuai Wang; Jia-Hong Huang; Yixian Shen; Stevan Rudinac; Evangelos Kanoulas,"University of Amsterdam, Amsterdam, Netherlands",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1749-1758,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810694,https://dl.acm.org/doi/10.1145/3805622.3810694,https://dl.acm.org/doi/pdf/10.1145/3805622.3810694,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,70,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810667,Optimization of Long-Running Media Aggregation Queries,Sigurður Þórarinsson; Björn Þór Jónsson; Omar Shahbaz Khan,"CRESS, Reykjavik University, Reykjavík, Iceland; DSAR, IT University of Copenhagen, Copenhagen, Denmark",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1778-1786,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810667,https://dl.acm.org/doi/10.1145/3805622.3810667,https://dl.acm.org/doi/pdf/10.1145/3805622.3810667,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,24,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810805,On the Effectiveness of Integration Methods for Multimodal Dialogue Response Retrieval,Seongbo Jang; Seonghyeon Lee; Dongha Lee; Hwanjo Yu,"Myongji University, Seoul, Republic of Korea; Kyungpook National University, Daegu, Republic of Korea; Yonsei University, Seoul, Republic of Korea; Pohang University of Science and Technology, Pohang, Republic of Korea",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1787-1792,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810805,https://dl.acm.org/doi/10.1145/3805622.3810805,https://dl.acm.org/doi/pdf/10.1145/3805622.3810805,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,44,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810608,Object Referring-Guided Scanpath Prediction with Perception-Enhanced Vision-Language Models,Rong Quan; Yantao Lai; Dong Liang; Jie Qin,"Nanjing University of Aeronautics and Astronautics‌, Nanjing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1793-1797,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810608,https://dl.acm.org/doi/10.1145/3805622.3810608,https://dl.acm.org/doi/pdf/10.1145/3805622.3810608,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,40,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810662,FMD-AL: Cold-Start Active Learning based on Foundation Model,Huilin Ai; Ying Zhou; Zhonghua Peng; Ziyang Chen; Shuang Guo; Heng Xu; Zhiwei Yu; Jialong Li,"Beijing Jiaotong University, Beijing, China; Shenzhen University of Advanced Technology, Shenzhen, China; Beijing Jiaotong university, Beijing, China; China University of Petroleum-Beijing at Karamay, Beijing, China; Tsinghua University, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1798-1802,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810662,https://dl.acm.org/doi/10.1145/3805622.3810662,https://dl.acm.org/doi/pdf/10.1145/3805622.3810662,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,44,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810798,FreSCo: Joint Frequency-Aware and Spatial Control for Image Zero-Shot Style Transfer,Tingrun Chen; Xudong Ling; Shicai Wei; Guiduo Duan; Yue Zhang,"University of Electronic Science and Technology of China, Chengdu, Sichuan, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1812-1821,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810798,https://dl.acm.org/doi/10.1145/3805622.3810798,https://dl.acm.org/doi/pdf/10.1145/3805622.3810798,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,52,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810792,Retrieval-Augmented Camera Control for Video Diffusion,Lining Wang; Hongxun Yao; Jinyu Zhang,"Harbin Institute of Technology, Harbin, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1822-1831,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810792,https://dl.acm.org/doi/10.1145/3805622.3810792,https://dl.acm.org/doi/pdf/10.1145/3805622.3810792,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,42,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810729,LayoutGD: Content-Aware Layout Generation via Graph-Enhanced Diffusion Model,Xudong Zhou; Guozheng Li; Chi Harold Liu,"Beijing Institute of Technology, Beijing, 493, China; Beijing Institute of Technology, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1832-1841,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810729,https://dl.acm.org/doi/10.1145/3805622.3810729,https://dl.acm.org/doi/pdf/10.1145/3805622.3810729,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,46,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810842,NeRAG: Neuro-Explicit Retrieval-Augmented Generation for Real-Time Interaction in Digital Humans,Yueqian Guo; Tianzhao Li; Xin Lv; Jiehaolin Chen; Zhaohan Wang; Yurun Chen; Sirui Xiao; Yezi He; Helin Li; Fan Zhang,"Jiangxi University of Finance and Economics, Nanchang, China; Communication University of China, Beijing, China; Communication University of Zhejiang, Hangzhou, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1842-1850,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810842,https://dl.acm.org/doi/10.1145/3805622.3810842,https://dl.acm.org/doi/pdf/10.1145/3805622.3810842,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,40,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810621,Context Relation-Aware and Fine-Grained Token Interaction for Dialogue-Level Aspect-Based Sentiment Quadruple Analysis,Jiahui Liu; Tao Sun; Zimeng Xu; Zhipeng Shen; Yifan Kong; Jiaao Zhou,"Qilu University of Technology (Shandong Academy of Sciences), Jinan, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1851-1860,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810621,https://dl.acm.org/doi/10.1145/3805622.3810621,https://dl.acm.org/doi/pdf/10.1145/3805622.3810621,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,38,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810585,InterFold: Learning Interpretable Diffusion Manifolds Beyond Binary Samples,Alexander Vincent Lewi; Rainer Tan; Shengfeng He,"Singapore Management University, Singapore, Singapore",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1861-1869,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810585,https://dl.acm.org/doi/10.1145/3805622.3810585,https://dl.acm.org/doi/pdf/10.1145/3805622.3810585,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,44,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810600,Toward Generation-Centric Coding: Compressing Latents representation for TI2V Synthesis,Jianran Liu; Wen Ji; Xiaokai Meng; Wancai Zhang; Ying Wang,"State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China and Institute of AI for Industries, CAS, Nanjing, Jiangsu, China; Electric Power Research Institute, State Grid Shanxi Electric Power Co., Ltd, Taiyuan, Shanxi, China; NARI Technology Co., Ltd., Nanjing, Jiangsu, China; LonganPi Intelligent Information Technology Co., Ltd., Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1870-1878,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810600,https://dl.acm.org/doi/10.1145/3805622.3810600,https://dl.acm.org/doi/pdf/10.1145/3805622.3810600,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,40,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810708,Sticker-Enriched Empathetic Response Generation: A Role-Aware Pairing Benchmark and A Novel Multimodal Framework,Wei Zhang; Changhong Jiang; Lulu Wang; Mingting Yu; Siyuan Zhao; Ronghan Li,"Northwestern Polytechnical University, Xi’an, China; Xidian University, Xi’an, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1889-1898,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810708,https://dl.acm.org/doi/10.1145/3805622.3810708,https://dl.acm.org/doi/pdf/10.1145/3805622.3810708,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,41,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810659,Dual-Pathway Diffusion for Hand Correction in Synthetic Portraits: Global Context Aware and Local Structure Refinement,Yushe Cao; Luoxi Jing; Yuanze Wang; Dianxi Shi; Chun Yu; Junliang Xing,"Tsinghua University, Beijing, China; Peking University, Beijing, China; Shanghai Jiao Tong University, Shanghai, China; Intelligent Game and Decision Lab, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1899-1907,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810659,https://dl.acm.org/doi/10.1145/3805622.3810659,https://dl.acm.org/doi/pdf/10.1145/3805622.3810659,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,46,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810650,ExpPortrait: Novel Expression Generation for Fine-Grained Controllable Portrait Animation,Hualiang Wei; Wenhui Li,"College of Computer Science and Technology, Jilin University, Changchun, Jilin, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1908-1917,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810650,https://dl.acm.org/doi/10.1145/3805622.3810650,https://dl.acm.org/doi/pdf/10.1145/3805622.3810650,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,53,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810680,MultiSoundGen: Video-to-Audio Generation for Multi-Event Scenarios via SlowFast Contrastive Audio-Visual Pretraining and Direct Preference Optimization,Jianxuan Yang; Xiaoran Yang; Lipan Zhang; Xinyue Guo; Zhao Wang; Gongping Huang,"MiLM Plus, Xiaomi Inc., Wuhan, Hubei, China; MiLM Plus, Xiaomi Inc. &amp; School of Electronic Information, Wuhan University, Wuhan, Hubei, China; Mi Ecosystem, Xiaomi Inc., Wuhan, Hubei, China; School of Electronic Information, Wuhan University, Wuhan, Hubei, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1918-1926,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810680,https://dl.acm.org/doi/10.1145/3805622.3810680,https://dl.acm.org/doi/pdf/10.1145/3805622.3810680,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,42,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
